number,opened_at,resolved_at,closed_at,category,subcategory,priority,assignment_group,incident_state,reassignment_count,reopen_count,final_end_time,Resolution_Time_Hours
INC0000315,2016-02-29 14:37:00,2016-03-07 09:12:00,2016-03-24 18:40:00,Category 23,Subcategory 3,3 - Moderate,Group 72,Closed,1,0,2016-03-07 09:12:00,162.58333333333334
INC0000317,2016-02-29 14:40:00,2016-04-25 17:06:00,2016-04-30 17:07:00,Category 45,Subcategory 220,4 - Low,Group 66,Closed,0,0,2016-04-25 17:06:00,1346.4333333333334
INC0000318,2016-02-29 14:43:00,2016-03-28 12:10:00,2016-04-02 13:59:00,Category 45,Subcategory 220,4 - Low,Group 66,Closed,0,0,2016-03-28 12:10:00,669.45
INC0000319,2016-02-29 14:44:00,2016-03-02 15:12:00,2016-03-07 16:00:00,Category 37,Subcategory 135,3 - Moderate,Group 46,Closed,1,0,2016-03-02 15:12:00,48.46666666666667
INC0000323,2016-02-29 14:45:00,,2016-03-05 15:00:00,Category 20,Subcategory 103,3 - Moderate,Group 70,Closed,0,0,2016-03-05 15:00:00,120.25
INC0000324,2016-02-29 14:47:00,2016-06-16 09:34:00,2016-06-21 10:00:00,Category 45,Subcategory 88,4 - Low,Group 31,Closed,0,0,2016-06-16 09:34:00,2586.7833333333333
INC0000325,2016-02-29 14:49:00,2016-03-16 08:56:00,2016-03-24 18:59:00,Category 45,Subcategory 220,4 - Low,Group 66,Closed,0,0,2016-03-16 08:56:00,378.1166666666667
INC0000329,2016-02-29 14:50:00,2016-03-16 11:38:00,2016-03-24 18:59:00,Category 42,Subcategory 31,3 - Moderate,Group 28,Closed,4,0,2016-03-16 11:38:00,380.8
INC0000330,2016-02-29 14:52:00,2016-03-18 13:44:00,2016-03-24 18:59:00,Category 45,Subcategory 220,4 - Low,Group 66,Closed,0,0,2016-03-18 13:44:00,430.8666666666667
INC0000332,2016-02-29 14:53:00,2016-03-09 10:50:00,2016-03-24 18:40:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,5,0,2016-03-09 10:50:00,211.95
INC0000333,2016-02-29 14:56:00,2016-04-29 09:41:00,2016-05-04 10:07:00,Category 45,Subcategory 223,4 - Low,Group 66,Closed,0,0,2016-04-29 09:41:00,1434.75
INC0000336,2016-02-29 15:03:00,2016-03-10 17:27:00,2016-03-24 18:50:00,Category 45,Subcategory 220,4 - Low,Group 66,Closed,0,0,2016-03-10 17:27:00,242.4
INC0000337,2016-02-29 15:07:00,2016-05-30 12:23:00,2016-06-04 13:07:00,Category 45,Subcategory 220,3 - Moderate,Group 66,Closed,0,0,2016-05-30 12:23:00,2181.266666666667
INC0000338,2016-02-29 15:10:00,2016-04-05 14:18:00,2016-04-10 14:59:00,Category 45,Subcategory 220,4 - Low,Group 66,Closed,0,0,2016-04-05 14:18:00,863.1333333333333
INC0000339,2016-02-29 15:12:00,2016-02-29 16:17:00,2016-03-05 17:00:00,Category 26,Subcategory 164,3 - Moderate,Group 23,Closed,0,0,2016-02-29 16:17:00,1.0833333333333333
INC0000341,2016-02-29 15:13:00,2016-08-02 14:33:00,2016-08-07 15:00:00,Category 45,Subcategory 220,1 - Critical,Group 66,Closed,0,0,2016-08-02 14:33:00,3719.3333333333335
INC0000343,2016-02-29 15:14:00,2016-12-22 09:31:00,2016-12-27 10:00:00,Category 45,Subcategory 88,4 - Low,Group 31,Closed,0,0,2016-12-22 09:31:00,7122.283333333334
INC0000345,2016-02-29 15:17:00,2016-03-01 16:00:00,2016-03-06 17:00:00,Category 24,Subcategory 164,3 - Moderate,Group 23,Closed,2,0,2016-03-01 16:00:00,24.716666666666665
INC0000346,2016-02-29 15:17:00,2016-04-29 09:45:00,2016-05-04 10:07:00,Category 45,Subcategory 223,3 - Moderate,Group 66,Closed,0,0,2016-04-29 09:45:00,1434.4666666666667
INC0000347,2016-02-29 15:21:00,2016-03-03 09:14:00,2016-03-08 10:00:00,Category 61,Subcategory 164,3 - Moderate,Group 30,Closed,0,0,2016-03-03 09:14:00,65.88333333333334
INC0000348,2016-02-29 15:22:00,2016-04-18 09:44:00,2016-04-23 10:07:00,Category 45,Subcategory 88,4 - Low,Group 31,Closed,0,0,2016-04-18 09:44:00,1170.3666666666666
INC0000351,2016-02-29 15:24:00,2016-03-21 16:11:00,2016-03-26 16:59:00,Category 45,Subcategory 220,4 - Low,Group 66,Closed,0,0,2016-03-21 16:11:00,504.78333333333336
INC0000352,2016-02-29 15:27:00,,2016-03-05 17:00:00,Category 32,Subcategory 9,3 - Moderate,Group 70,Closed,0,0,2016-03-05 17:00:00,121.55
INC0000353,2016-02-29 15:27:00,,2016-03-05 16:00:00,Category 9,Subcategory 164,3 - Moderate,Group 70,Closed,0,0,2016-03-05 16:00:00,120.55
INC0000355,2016-02-29 15:30:00,2016-03-03 11:54:00,2016-03-08 12:00:00,Category 61,Subcategory 16,3 - Moderate,Group 30,Closed,0,0,2016-03-03 11:54:00,68.4
INC0000356,2016-02-29 15:32:00,2016-03-08 08:52:00,2016-03-24 18:40:00,Category 53,Subcategory 117,3 - Moderate,Group 26,Closed,3,0,2016-03-08 08:52:00,185.33333333333334
INC0000357,2016-02-29 15:34:00,2016-03-02 16:25:00,2016-03-07 17:00:00,Category 23,Subcategory 3,3 - Moderate,Group 70,Closed,0,0,2016-03-02 16:25:00,48.85
INC0000358,2016-02-29 15:36:00,2016-02-29 15:43:00,2016-03-09 16:27:00,,,4 - Low,,Closed,0,0,2016-02-29 15:43:00,0.11666666666666667
INC0000359,2016-02-29 15:37:00,2016-07-12 09:42:00,2016-07-17 10:00:00,,,4 - Low,Group 31,Closed,0,0,2016-07-12 09:42:00,3210.0833333333335
INC0000361,2016-02-29 15:38:00,2016-03-09 17:23:00,2016-03-24 18:40:00,Category 53,Subcategory 303,3 - Moderate,Group 54,Closed,1,0,2016-03-09 17:23:00,217.75
INC0000363,2016-02-29 15:45:00,2016-03-28 14:56:00,2016-04-02 14:59:00,Category 45,Subcategory 88,4 - Low,Group 31,Closed,0,0,2016-03-28 14:56:00,671.1833333333333
INC0000369,2016-02-29 15:48:00,2016-03-01 09:33:00,2016-03-06 10:00:00,Category 43,Subcategory 107,3 - Moderate,Group 39,Closed,0,0,2016-03-01 09:33:00,17.75
INC0000370,2016-02-29 15:53:00,2016-03-01 08:31:00,2016-03-06 09:00:00,Category 37,Subcategory 135,1 - Critical,Group 30,Closed,0,0,2016-03-01 08:31:00,16.633333333333333
INC0000371,2016-02-29 15:53:00,2016-03-29 17:54:00,2016-04-03 17:59:00,Category 45,Subcategory 88,4 - Low,Group 31,Closed,0,0,2016-03-29 17:54:00,698.0166666666667
INC0000372,2016-02-29 15:54:00,2016-03-04 07:58:00,2016-03-09 08:00:00,Category 20,Subcategory 103,3 - Moderate,Group 29,Closed,0,0,2016-03-04 07:58:00,88.06666666666666
INC0000373,2016-02-29 15:55:00,2016-03-10 17:51:00,2016-03-24 18:50:00,Category 8,Subcategory 156,4 - Low,Group 33,Closed,0,0,2016-03-10 17:51:00,241.93333333333334
INC0000374,2016-02-29 15:59:00,2016-02-29 16:22:00,2016-03-05 17:00:00,Category 32,Subcategory 9,3 - Moderate,Group 70,Closed,0,0,2016-02-29 16:22:00,0.38333333333333336
INC0000375,2016-02-29 16:09:00,2016-05-19 15:24:00,2016-05-24 16:07:00,Category 45,Subcategory 88,4 - Low,Group 31,Closed,0,0,2016-05-19 15:24:00,1919.25
INC0000376,2016-02-29 16:15:00,2016-03-07 15:14:00,2016-03-24 18:40:00,Category 61,Subcategory 16,3 - Moderate,Group 73,Closed,1,0,2016-03-07 15:14:00,166.98333333333332
INC0000377,2016-02-29 16:18:00,2016-02-29 16:38:00,2016-03-05 17:00:00,Category 26,Subcategory 175,4 - Low,Group 23,Closed,0,0,2016-02-29 16:38:00,0.3333333333333333
INC0000378,2016-02-29 16:23:00,2016-04-01 10:26:00,2016-04-06 10:59:00,Category 45,Subcategory 47,3 - Moderate,Group 31,Closed,0,0,2016-04-01 10:26:00,762.05
INC0000379,2016-02-29 16:25:00,2016-02-29 20:25:00,2016-05-23 11:07:00,Category 8,Subcategory 156,3 - Moderate,Group 56,Closed,0,0,2016-02-29 20:25:00,4.0
INC0000384,2016-02-29 16:30:00,2016-03-03 09:14:00,2016-03-08 10:00:00,Category 43,Subcategory 107,3 - Moderate,Group 70,Closed,0,0,2016-03-03 09:14:00,64.73333333333333
INC0000385,2016-02-29 16:31:00,2016-03-28 09:40:00,2016-04-02 09:59:00,Category 53,Subcategory 127,3 - Moderate,Group 76,Closed,0,0,2016-03-28 09:40:00,665.15
INC0000387,2016-02-29 16:38:00,2016-03-09 10:57:00,2016-03-24 18:40:00,Category 24,Subcategory 164,3 - Moderate,Group 23,Closed,0,0,2016-03-09 10:57:00,210.31666666666666
INC0000388,2016-02-29 16:43:00,2016-03-22 16:47:00,2016-03-27 16:59:00,Category 45,Subcategory 94,1 - Critical,Group 33,Closed,0,0,2016-03-22 16:47:00,528.0666666666667
INC0000392,2016-02-29 16:51:00,2016-03-02 11:10:00,2016-03-07 12:00:00,Category 9,Subcategory 164,3 - Moderate,Group 28,Closed,0,0,2016-03-02 11:10:00,42.31666666666667
INC0000393,2016-02-29 16:54:00,2016-03-01 09:39:00,2016-03-06 10:00:00,Category 45,Subcategory 229,3 - Moderate,Group 6,Closed,1,0,2016-03-01 09:39:00,16.75
INC0000395,2016-02-29 17:06:00,2016-03-02 17:01:00,2016-03-07 18:00:00,Category 24,Subcategory 164,3 - Moderate,Group 23,Closed,2,0,2016-03-02 17:01:00,47.916666666666664
INC0000396,2016-02-29 17:11:00,2016-03-12 14:27:00,2016-03-24 18:50:00,Category 40,Subcategory 44,3 - Moderate,Group 70,Closed,5,0,2016-03-12 14:27:00,285.26666666666665
INC0000398,2016-02-29 17:14:00,2016-03-01 09:39:00,2016-03-06 10:00:00,Category 45,Subcategory 200,3 - Moderate,Group 39,Closed,0,0,2016-03-01 09:39:00,16.416666666666668
INC0000399,2016-02-29 17:27:00,,2016-03-05 18:00:00,Category 9,Subcategory 164,3 - Moderate,Group 70,Closed,0,0,2016-03-05 18:00:00,120.55
INC0000400,2016-02-29 17:32:00,2016-03-14 19:03:00,2016-03-24 18:59:00,Category 45,Subcategory 150,3 - Moderate,Group 70,Closed,1,0,2016-03-14 19:03:00,337.51666666666665
INC0000401,2016-02-29 17:38:00,2016-03-01 16:56:00,2016-03-06 17:00:00,Category 24,Subcategory 164,3 - Moderate,Group 23,Closed,0,0,2016-03-01 16:56:00,23.3
INC0000403,2016-02-29 17:48:00,2016-03-07 16:33:00,2016-03-24 18:40:00,Category 40,Subcategory 215,3 - Moderate,Group 24,Closed,1,1,2016-03-07 16:33:00,166.75
INC0000405,2016-02-29 17:53:00,2016-03-03 09:24:00,2016-03-08 10:00:00,Category 34,Subcategory 162,3 - Moderate,Group 30,Closed,0,0,2016-03-03 09:24:00,63.516666666666666
INC0000418,2016-02-29 18:35:00,2016-03-17 16:17:00,2016-03-24 18:59:00,Category 55,Subcategory 185,3 - Moderate,Group 25,Closed,0,0,2016-03-17 16:17:00,405.7
INC0000419,2016-02-29 18:36:00,2016-03-23 14:37:00,2016-03-28 14:59:00,Category 53,Subcategory 303,3 - Moderate,Group 25,Closed,0,0,2016-03-23 14:37:00,548.0166666666667
INC0000425,2016-02-29 19:41:00,2016-03-02 22:13:00,2016-03-07 23:00:00,Category 55,Subcategory 170,3 - Moderate,Group 65,Closed,0,0,2016-03-02 22:13:00,50.53333333333333
INC0000433,2016-02-29 20:32:00,2016-03-25 23:57:00,2016-03-30 23:59:00,Category 19,Subcategory 289,1 - Critical,Group 61,Closed,0,0,2016-03-25 23:57:00,603.4166666666666
INC0000434,2016-02-29 21:00:00,2016-02-29 21:55:00,2016-03-05 22:00:00,Category 9,Subcategory 164,3 - Moderate,Group 24,Closed,0,0,2016-02-29 21:55:00,0.9166666666666666
INC0000439,2016-02-29 21:44:00,2016-03-03 09:52:00,2016-03-08 10:00:00,Category 45,Subcategory 220,3 - Moderate,Group 66,Closed,0,0,2016-03-03 09:52:00,60.13333333333333
INC0000440,2016-02-29 21:54:00,2016-03-01 21:04:00,2016-03-06 22:00:00,Category 53,Subcategory 80,3 - Moderate,Group 56,Closed,3,0,2016-03-01 21:04:00,23.166666666666668
INC0000441,2016-02-29 22:20:00,2016-03-15 13:51:00,2016-03-20 14:00:00,Category 45,Subcategory 229,1 - Critical,Group 15,Closed,7,0,2016-03-15 13:51:00,351.51666666666665
INC0000455,2016-02-29 23:36:00,2016-02-29 23:56:00,2016-03-06 00:00:00,Category 40,Subcategory 215,3 - Moderate,Group 70,Closed,0,0,2016-02-29 23:56:00,0.3333333333333333
INC0000458,2016-02-29 23:53:00,2016-03-18 13:48:00,2016-03-24 18:59:00,Category 53,Subcategory 303,3 - Moderate,Group 70,Closed,6,0,2016-03-18 13:48:00,421.9166666666667
INC0000464,2016-03-01 01:22:00,2016-03-22 15:08:00,2016-03-27 15:59:00,Category 37,Subcategory 123,3 - Moderate,Group 48,Closed,1,0,2016-03-22 15:08:00,517.7666666666667
INC0000467,2016-03-01 01:31:00,2016-04-13 10:28:00,2016-04-18 11:07:00,Category 46,Subcategory 231,3 - Moderate,Group 37,Closed,2,0,2016-04-13 10:28:00,1040.95
INC0000468,2016-03-01 01:36:00,2016-03-01 09:11:00,2016-03-06 10:00:00,Category 53,Subcategory 130,3 - Moderate,Group 24,Closed,0,0,2016-03-01 09:11:00,7.583333333333333
INC0000469,2016-03-01 01:42:00,2016-03-02 10:37:00,2016-03-07 11:00:00,Category 45,Subcategory 94,3 - Moderate,Group 33,Closed,0,0,2016-03-02 10:37:00,32.916666666666664
INC0000473,2016-03-01 01:49:00,2016-03-22 15:14:00,2016-03-27 15:59:00,Category 37,Subcategory 123,3 - Moderate,Group 48,Closed,0,0,2016-03-22 15:14:00,517.4166666666666
INC0000477,2016-03-01 02:30:00,2016-03-02 09:01:00,2016-03-07 10:00:00,Category 37,Subcategory 135,3 - Moderate,Group 24,Closed,1,0,2016-03-02 09:01:00,30.516666666666666
INC0000480,2016-03-01 02:56:00,2016-03-01 09:39:00,2016-03-06 10:00:00,Category 63,Subcategory 164,3 - Moderate,Group 65,Closed,1,0,2016-03-01 09:39:00,6.716666666666667
INC0000486,2016-03-01 03:57:00,2016-03-01 04:17:00,2016-03-06 05:00:00,Category 40,Subcategory 215,3 - Moderate,Group 70,Closed,0,0,2016-03-01 04:17:00,0.3333333333333333
INC0000491,2016-03-01 05:04:00,2016-03-01 05:50:00,2016-03-06 06:00:00,Category 45,Subcategory 29,3 - Moderate,Group 70,Closed,0,0,2016-03-01 05:50:00,0.7666666666666667
INC0000493,2016-03-01 06:05:00,2016-03-17 14:28:00,2016-03-24 18:59:00,Category 9,Subcategory 164,3 - Moderate,Group 70,Closed,5,0,2016-03-17 14:28:00,392.3833333333333
INC0000494,2016-03-01 07:09:00,2016-03-03 10:13:00,2016-03-08 11:00:00,Category 55,Subcategory 170,3 - Moderate,Group 65,Closed,1,0,2016-03-03 10:13:00,51.06666666666667
INC0000497,2016-03-01 07:42:00,2016-03-04 17:50:00,2016-03-09 18:00:00,Category 23,Subcategory 75,3 - Moderate,Group 54,Closed,1,0,2016-03-04 17:50:00,82.13333333333334
INC0000499,2016-03-01 07:55:00,2016-03-01 09:16:00,2016-03-06 10:00:00,Category 53,Subcategory 83,3 - Moderate,Group 24,Closed,0,0,2016-03-01 09:16:00,1.35
INC0000500,2016-03-01 07:56:00,2016-03-02 09:08:00,2016-03-07 10:00:00,Category 13,Subcategory 302,2 - High,Group 28,Closed,0,0,2016-03-02 09:08:00,25.2
INC0000503,2016-03-01 08:00:00,2016-03-02 17:23:00,2016-03-07 18:00:00,Category 53,Subcategory 168,3 - Moderate,Group 28,Closed,2,0,2016-03-02 17:23:00,33.38333333333333
INC0000504,2016-03-01 08:02:00,2016-03-02 16:26:00,2016-03-07 17:00:00,Category 32,Subcategory 9,3 - Moderate,Group 39,Closed,2,0,2016-03-02 16:26:00,32.4
INC0000505,2016-03-01 08:10:00,2016-03-03 10:10:00,2016-03-08 11:00:00,Category 55,Subcategory 170,3 - Moderate,Group 65,Closed,1,0,2016-03-03 10:10:00,50.0
INC0000508,2016-03-01 08:18:00,2016-03-17 18:51:00,2016-03-24 18:59:00,Category 51,Subcategory 25,2 - High,Group 25,Closed,0,0,2016-03-17 18:51:00,394.55
INC0000509,2016-03-01 08:21:00,2016-03-03 17:28:00,2016-03-08 18:00:00,Category 53,Subcategory 153,3 - Moderate,Group 28,Closed,1,0,2016-03-03 17:28:00,57.11666666666667
INC0000510,2016-03-01 08:27:00,2016-03-03 17:00:00,2016-03-08 18:00:00,Category 43,Subcategory 105,3 - Moderate,Group 39,Closed,1,0,2016-03-03 17:00:00,56.55
INC0000511,2016-03-01 08:28:00,2016-03-22 15:15:00,2016-03-27 15:59:00,Category 37,Subcategory 123,4 - Low,Group 48,Closed,1,0,2016-03-22 15:15:00,510.78333333333336
INC0000512,2016-03-01 08:29:00,2016-03-03 09:21:00,2016-03-08 10:00:00,Category 53,Subcategory 271,3 - Moderate,Group 30,Closed,1,0,2016-03-03 09:21:00,48.86666666666667
INC0000513,2016-03-01 08:30:00,2016-03-03 15:58:00,2016-03-08 16:00:00,Category 32,Subcategory 9,3 - Moderate,Group 70,Closed,0,0,2016-03-03 15:58:00,55.46666666666667
INC0000516,2016-03-01 08:35:00,2016-03-01 10:26:00,2016-03-06 11:00:00,Category 45,Subcategory 29,3 - Moderate,Group 55,Closed,0,0,2016-03-01 10:26:00,1.85
INC0000517,2016-03-01 08:35:00,2016-04-19 11:09:00,2016-04-24 11:10:00,Category 45,Subcategory 200,3 - Moderate,Group 72,Closed,3,0,2016-04-19 11:09:00,1178.5666666666666
INC0000519,2016-03-01 08:37:00,2016-03-02 11:07:00,2016-03-07 12:00:00,Category 20,Subcategory 103,3 - Moderate,Group 28,Closed,0,0,2016-03-02 11:07:00,26.5
INC0000520,2016-03-01 08:40:00,2016-03-03 13:41:00,2016-03-08 14:00:00,Category 20,Subcategory 125,3 - Moderate,Group 25,Closed,3,0,2016-03-03 13:41:00,53.016666666666666
INC0000521,2016-03-01 08:42:00,2016-03-02 08:04:00,2016-03-07 09:00:00,Category 22,Subcategory 277,3 - Moderate,Group 72,Closed,0,0,2016-03-02 08:04:00,23.366666666666667
INC0000524,2016-03-01 08:45:00,2016-03-16 13:02:00,2016-03-24 18:59:00,Category 43,Subcategory 107,3 - Moderate,Group 70,Closed,1,0,2016-03-16 13:02:00,364.28333333333336
INC0000525,2016-03-01 08:48:00,2016-03-04 15:19:00,2016-03-09 16:00:00,Category 19,Subcategory 4,3 - Moderate,Group 60,Closed,3,0,2016-03-04 15:19:00,78.51666666666667
INC0000526,2016-03-01 08:52:00,2016-03-02 08:00:00,2016-03-07 09:00:00,Category 32,Subcategory 9,3 - Moderate,Group 72,Closed,0,0,2016-03-02 08:00:00,23.133333333333333
INC0000527,2016-03-01 08:53:00,2016-03-01 19:47:00,2016-03-06 20:00:00,Category 53,Subcategory 114,3 - Moderate,Group 66,Closed,0,0,2016-03-01 19:47:00,10.9
INC0000528,2016-03-01 08:53:00,2016-03-03 10:19:00,2016-03-08 11:00:00,Category 61,Subcategory 164,4 - Low,Group 73,Closed,1,0,2016-03-03 10:19:00,49.43333333333333
INC0000530,2016-03-01 08:55:00,2016-03-01 09:00:00,2016-03-06 10:00:00,Category 45,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-03-01 09:00:00,0.08333333333333333
INC0000532,2016-03-01 08:59:00,2016-03-02 11:39:00,2016-03-07 12:00:00,Category 45,Subcategory 200,4 - Low,Group 33,Closed,1,0,2016-03-02 11:39:00,26.666666666666668
INC0000534,2016-03-01 09:00:00,2016-03-01 14:19:00,2016-03-06 15:00:00,Category 9,Subcategory 164,3 - Moderate,Group 27,Closed,1,0,2016-03-01 14:19:00,5.316666666666666
INC0000535,2016-03-01 09:02:00,2016-03-02 01:30:00,2016-03-07 02:00:00,Category 23,Subcategory 75,3 - Moderate,Group 70,Closed,0,0,2016-03-02 01:30:00,16.466666666666665
INC0000536,2016-03-01 09:03:00,2016-03-04 09:29:00,2016-03-09 10:00:00,Category 40,Subcategory 44,3 - Moderate,Group 24,Closed,2,0,2016-03-04 09:29:00,72.43333333333334
INC0000537,2016-03-01 09:06:00,2016-03-01 09:38:00,2016-03-06 10:00:00,Category 45,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-03-01 09:38:00,0.5333333333333333
INC0000538,2016-03-01 09:08:00,2016-03-02 13:14:00,2016-03-07 14:00:00,Category 20,Subcategory 103,2 - High,Group 25,Closed,0,0,2016-03-02 13:14:00,28.1
INC0000539,2016-03-01 09:10:00,2016-03-03 12:59:00,2016-03-08 13:00:00,Category 37,Subcategory 189,3 - Moderate,Group 25,Closed,1,0,2016-03-03 12:59:00,51.81666666666667
INC0000540,2016-03-01 09:11:00,2016-03-01 09:45:00,2016-03-06 10:00:00,Category 45,Subcategory 29,3 - Moderate,Group 55,Closed,0,0,2016-03-01 09:45:00,0.5666666666666667
INC0000541,2016-03-01 09:13:00,2016-03-22 08:20:00,2016-03-27 08:59:00,Category 23,Subcategory 3,4 - Low,Group 70,Closed,6,0,2016-03-22 08:20:00,503.1166666666667
INC0000543,2016-03-01 09:14:00,2016-03-01 16:20:00,2016-03-06 17:00:00,Category 34,Subcategory 112,3 - Moderate,Group 24,Closed,0,0,2016-03-01 16:20:00,7.1
INC0000544,2016-03-01 09:15:00,2016-03-03 11:56:00,2016-03-08 12:00:00,Category 9,Subcategory 164,4 - Low,Group 30,Closed,0,0,2016-03-03 11:56:00,50.68333333333333
INC0000545,2016-03-01 09:16:00,2016-03-01 09:17:00,2016-03-06 10:00:00,Category 45,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-03-01 09:17:00,0.016666666666666666
INC0000547,2016-03-01 09:18:00,2016-03-08 13:31:00,2016-03-24 18:40:00,Category 53,Subcategory 78,3 - Moderate,Group 25,Closed,1,0,2016-03-08 13:31:00,172.21666666666667
INC0000548,2016-03-01 09:19:00,2016-03-04 11:02:00,2016-03-09 12:00:00,Category 42,Subcategory 224,1 - Critical,Group 31,Closed,0,0,2016-03-04 11:02:00,73.71666666666667
INC0000549,2016-03-01 09:22:00,2016-03-02 11:29:00,2016-03-07 12:00:00,Category 23,Subcategory 3,3 - Moderate,Group 24,Closed,0,0,2016-03-02 11:29:00,26.116666666666667
INC0000550,2016-03-01 09:23:00,2016-03-03 15:51:00,2016-03-08 16:00:00,Category 9,Subcategory 164,4 - Low,Group 70,Closed,2,0,2016-03-03 15:51:00,54.46666666666667
INC0000552,2016-03-01 09:28:00,2016-03-03 14:20:00,2016-03-08 15:00:00,Category 53,Subcategory 303,3 - Moderate,Group 39,Closed,2,0,2016-03-03 14:20:00,52.86666666666667
INC0000553,2016-03-01 09:29:00,2016-03-11 12:12:00,2016-03-24 18:50:00,Category 53,Subcategory 271,3 - Moderate,Group 39,Closed,3,0,2016-03-11 12:12:00,242.71666666666667
INC0000554,2016-03-01 09:31:00,2016-03-03 08:43:00,2016-03-08 09:00:00,Category 61,Subcategory 164,3 - Moderate,Group 73,Closed,1,0,2016-03-03 08:43:00,47.2
INC0000557,2016-03-01 09:36:00,2016-03-01 15:25:00,2016-03-06 16:00:00,Category 53,Subcategory 168,3 - Moderate,Group 23,Closed,0,0,2016-03-01 15:25:00,5.816666666666666
INC0000558,2016-03-01 09:36:00,2016-03-30 10:16:00,2016-04-04 10:59:00,Category 24,Subcategory 164,3 - Moderate,Group 47,Closed,3,1,2016-03-30 10:16:00,696.6666666666666
INC0000559,2016-03-01 09:36:00,2016-03-04 09:18:00,2016-03-09 10:00:00,Category 24,Subcategory 164,3 - Moderate,Group 23,Closed,2,0,2016-03-04 09:18:00,71.7
INC0000561,2016-03-01 09:41:00,2016-03-22 15:16:00,2016-03-27 15:59:00,Category 37,Subcategory 135,3 - Moderate,Group 48,Closed,3,0,2016-03-22 15:16:00,509.5833333333333
INC0000564,2016-03-01 09:42:00,2016-03-04 11:29:00,2016-03-09 12:00:00,Category 44,Subcategory 54,3 - Moderate,Group 70,Closed,0,0,2016-03-04 11:29:00,73.78333333333333
INC0000565,2016-03-01 09:42:00,2016-03-03 17:13:00,2016-03-08 18:00:00,Category 32,Subcategory 9,3 - Moderate,Group 70,Closed,2,0,2016-03-03 17:13:00,55.516666666666666
INC0000566,2016-03-01 09:43:00,2016-03-11 09:47:00,2016-05-23 11:07:00,Category 45,Subcategory 94,3 - Moderate,Group 14,Closed,1,0,2016-03-11 09:47:00,240.06666666666666
INC0000568,2016-03-01 09:44:00,2016-03-02 13:39:00,2016-03-07 14:00:00,Category 24,Subcategory 164,2 - High,Group 28,Closed,0,0,2016-03-02 13:39:00,27.916666666666668
INC0000569,2016-03-01 09:45:00,2016-03-22 08:34:00,2016-03-27 08:59:00,Category 45,Subcategory 150,3 - Moderate,Group 10,Closed,1,0,2016-03-22 08:34:00,502.81666666666666
INC0000570,2016-03-01 09:46:00,2016-03-28 09:22:00,2016-04-02 09:59:00,Category 23,Subcategory 3,4 - Low,Group 61,Closed,1,0,2016-03-28 09:22:00,647.6
INC0000571,2016-03-01 09:47:00,2016-03-01 12:26:00,2016-03-06 13:00:00,Category 53,Subcategory 303,3 - Moderate,Group 27,Closed,1,0,2016-03-01 12:26:00,2.65
INC0000572,2016-03-01 09:50:00,2016-04-19 15:45:00,2016-04-24 16:07:00,Category 61,Subcategory 283,3 - Moderate,Group 74,Closed,2,0,2016-04-19 15:45:00,1181.9166666666667
INC0000574,2016-03-01 09:54:00,2016-03-07 16:16:00,2016-03-24 18:40:00,Category 53,Subcategory 303,4 - Low,Group 27,Closed,0,0,2016-03-07 16:16:00,150.36666666666667
